課綱,跨部,跨系,已選,停修,語音代碼,課程代碼,科目代號,課程名稱,課程英文名稱,課程類別,開課班級,必選修,期程,學分,授課教師,時間1,教室1,時間2,教室2,時間3,教室3,備註,跨就微PBL,權責單位,開課人數,實際修課人數,開課鐘點數,教師授課鐘點數,選課登記人數,授課語言,系代碼,選課餘額
◎,,,,,5348908,AC489H,AC489,租稅規劃,Taxes and Business  Strategy,一般,會計三乙,選修,半,2,尹崇恩,1-EF.,商學409,,,,,稅法學程選修課程,就:會計師就業學程,會計系,60,60,2,2,75,國語,5300B,0
◎,,,,,5304111,AC041K,AC249,實用英文(四),Practical English (IV),一般,會計三丙,必修,半,1,祝鳳儀,1-56.,教學401,,,,,,,商學院,35,26,2,2,0,英語,5300B,0
◎,,,,,5304211,AC042K,AC249,實用英文(四),Practical English (IV),一般,會計三丙,必修,半,1,陳淑琦,1-56.,教學509,,,,,,,商學院,35,30,2,2,1,英語,5300B,0
◎,,,,,5307111,AC071K,ZA071,財務管理,Financial Management,一般,會計三丙,選修,半,3,吳冠勲,3-EFG.,商學408,,,,,【會計系四大學程】管理及財金學程選修課程。,,會計系,60,38,3,3,77,國語,5300B,0
◎,,,V,,5335011,AC350K,AC350,策略性財務報表分析,Strategic Financial Statement Analysis,一般,會計三丙,必修,半,3,李先莉,1-234.,教學816,,,,,,創:PBL課程,會計系,60,61,3,3,5,國語,5300B,0
◎,,,,,5341211,AC412K,AC412,會計智能大數據分析,Intelligent Big Data Analysis of Accounting,一般,會計三丙,選修,半,2,張淑惠,4-EF.,教學705,,,,,曾修「會計智能數據分析軟體」者不得選修,"就:會計師就業學程,跨:電商金融科技",會計系,60,39,2,2,55,國語,5300B,0
◎,,,V,,5343511,AC435K,AC435,高等會計學(一),Advanced Accounting  Ι,一般,會計三丙,必修,半,3,曹美娟,5-234.,商學408,5-CD.,,,,初會(一)(二)需達50分，實習課時間5-CD,,會計系,65,58,3,3,10,國語,5300B,0
◎,,,V,,5345211,AC452K,AC452,審計學(二),Auditing (II),一般,會計三丙,必修,半,3,單騰笙,5-678.,商學408,,,,,,,會計系,65,67,3,3,11,國語,5300B,0
◎,,,,,5340912,AC409L,AC409,大數據分析之審計應用,Big Data Analysis in Auditing,一般,會計四甲,選修,半,1,單騰笙,2-56.,商學401,,,,,,"創:程式設計課程,就:會計師就業學程",會計系,30,24,1,1,50,國語,5300B,0
◎,,,,,5341112,AC411L,AC411,企業資源管理系統,Enterprise Resources Management System,一般,會計四甲,選修,半,3,黃朝信,3-567.,教學708,,,,,,就:會計師就業學程,會計系,60,33,3,3,53,國語,5300B,0
◎,,,,,5341412,AC414L,AC414,企業評價實務,Business Valuation Practice,一般,會計四甲,選修,半,2,黃朝信,5-56.,教學301,,,,,曾修過「企業評價」者不得選修，全英語授課,"跨:國際菁英,就:會計師就業學程",會計系,30,15,2,2,16,英語,5300B,0
◎,,,,,5341812,AC418L,AC418,企業實習(一),Business Internships Ⅰ,一般,會計四甲,選修,半,1,陳育欣,7-5.,管理401,,,,,提前寒暑期實習，由系辦統一加選,就:會計師就業學程,會計系,12,2,0,0,0,國語,5300B,0
◎,,,,,5346412,AC464L,AC464,審計抽樣,Auditing Sampling,一般,會計四甲,選修,半,1,單騰笙,2-34.,商學409,,,,,限大四，採密集上課，資訊稽核學程選修課程,就:會計師就業學程,會計系,60,17,1,1,21,國語,5300B,0
◎,,,,,5346612,AC466L,AC466,從會計視角剖析國際租稅,International Tax: Accounting Perspective,一般,會計四甲,選修,半,3,邱森祥,4-CDE.,教學518,,,,,1.此課程為國際會計師事務所就業學程2.亦為會計系四大學程之稅務及法律學程,就:會計師就業學程,會計系,60,44,3,3,48,國語,5300B,0
◎,,,,,5358712,AC587L,AC587,會計人公司治理挑戰與決策,Challenges of  Corporate Governance: Accounting Perspective,一般,會計四甲,選修,半,2,陳育欣,5-56.,商學409,,,,,全英語授課,"跨:國際菁英,就:會計師就業學程",會計系,60,56,2,0.5,63,英語,5300B,0
◎,,,,,5358712,AC587L,AC587,會計人公司治理挑戰與決策,Challenges of  Corporate Governance: Accounting Perspective,一般,會計四甲,選修,半,2,張敏蕾,5-56.,商學409,,,,,全英語授課,"跨:國際菁英,就:會計師就業學程",會計系,60,56,2,1.5,63,英語,5300B,0
,,V,,,5389812,AC898L,AC898,大數據分析:商業應用與策略管理,Big Data Analytics Business Applications and Strategic Decisions,一般,會計四甲,選修,半,1,,,,,,,,"<此課程為自由學分課程,不列入系選修課程>1.磨課師微學分課程，選課後請至平台修課。2.修課平台：Coursera/(開課單位:國立台灣大學)https://reurl.cc/MA7k6W 3.成績認列方式須修畢後提供查核證書至系上，其成績登錄為通過/不通過。4.課綱查詢網址：<a href=""https://reurl.cc/yeKZ92"">https://reurl.cc/yeKZ92</a>",,會計系,60,60,0,0,59,國語,5300B,0
,,V,,,5389912,AC899L,AC899,數據科學的 Python 基礎,Python Basics for Data Science,一般,會計四甲,選修,半,1,,,,,,,,"<此課程為自由學分課程,不列入系選修課程>1.全英語授課。2.磨課師微學分課程，選課後請至平台修課。3.修課平台：https://reurl.cc/6agZ3d 4.成績認列方式須修畢後提供查核證書至系上，其成績登錄為通過/不通過。5.課綱查詢網址：<a href=""https://reurl.cc/yeKZ92"">https://reurl.cc/yeKZ92</a>",跨:國際菁英,會計系,60,53,0,0,68,英語,5300B,0
◎,,,,,5341513,AC415M,AC415,非營利會計與財務管理,Nonprofit Accounting and Finance Management,一般,會計四乙,選修,半,3,廖毓婷,1-EFG.,教學518,,,,,,就:會計師就業學程,會計系,60,70,3,3,138,國語,5300B,0
◎,,,,,5341913,AC419M,AC419,企業實習(二),Business Internships Ⅱ,一般,會計四乙,選修,半,3,陳育欣,6-234.,管理401,,,,,旺季實習，由系辦統一加選,就:會計師就業學程,會計系,10,11,0,0,6,國語,5300B,0
◎,,,,,5347113,AC471M,AC471,電腦審計,Electronic Data Processing Auditing,一般,會計四乙,選修,半,3,張淑清,1-567.,管理101,,,,,限大四生修習，資訊稽核學程選修課程,就:會計師就業學程,會計系,35,35,3,3,69,國語,5300B,0
◎,,,,,5349413,AC494M,AC494,會計審計法規,The Regulation of Accounting and Auditing,一般,會計四乙,選修,半,3,金仲南,1-234.,教學301,,,,,政府及非營利學程選修課程,就:會計師就業學程,會計系,60,54,3,3,76,國語,5300B,0
◎,,,,,5340914,AC409N,AC409,大數據分析之審計應用,Big Data Analysis in Auditing,一般,會計四丙,選修,半,1,單騰笙,2-78.,商學401,,,,,,"創:程式設計課程,就:會計師就業學程",會計系,30,15,1,1,31,國語,5300B,0
◎,,,,,5346514,AC465N,AC465,公司法與證交法專題研討,Seminar on Company Law and Securities and Exchange Law,一般,會計四丙,選修,半,2,許睿元,4-34.,商學409,,,,,1.曾修「會計智能數據分析軟體」者不得選修。2.國際會計師事務所就業學程專業選修及會計系四大學程稅務及法律學程選修課程。,就:會計師就業學程,會計系,60,19,2,2,27,國語,5300B,0
◎,,,,,5346714,AC467N,AC467,機器學習與大數據分析,Machine Learning and Big Data,一般,會計四丙,選修,半,2,莊泉福,3-EF.,管理101,,,,,,"就:會計師就業學程,跨:電商金融科技",會計系,60,22,2,2,29,國語,5300B,0
◎,,,,,5358814,AC588N,AC588,會計人企業購併新思維,New Thinking of Mergers and Acquisitions: Accounting Perspective,一般,會計四丙,選修,半,2,曹美娟,3-8C.,管理401,,,,,全英語授課,"跨:國際菁英,就:會計師就業學程",會計系,60,56,2,1,71,英語,5300B,0
◎,,,,,5358814,AC588N,AC588,會計人企業購併新思維,New Thinking of Mergers and Acquisitions: Accounting Perspective,一般,會計四丙,選修,半,2,李慧慈,3-8C.,管理401,,,,,全英語授課,"跨:國際菁英,就:會計師就業學程",會計系,60,56,2,1,71,英語,5300B,0
◎,,,V,,5415518,MI155R,LG155,研究方法,Research Methods,一般,資管碩一,必修,半,3,吳肇銘,4-678.,資管104,,,,,,創:PBL課程,資管系,30,25,3,3,3,國語,5400B,0
◎,,,,,5442818,MI428R,ZA428,專案管理,Project Management,一般,資管碩一,選修,半,3,廖秀莉,5-234.,資管104,,,,,,創:PBL課程,資管系,20,19,3,3,19,國語,5400B,0
◎,,,,,5453918,MI539R,CD442,個案研究,Case Study,一般,資管碩一,選修,半,2,宋餘俠,4-EF.,資管104,,,,,碩士碩專合開,,資管系,20,18,0,0,18,國語,5400B,0
◎,,,,,5456518,MI565R,MI565,語意網與開放資料,Semantic Web and Open Data,一般,資管碩一,選修,半,3,戚玉樑,3-567.,資管104,,,,,,,資管系,25,14,3,3,12,國語,5400B,0
◎,,,,,5457818,MI578R,MI578,醫療資訊管理,Healthcare Information Management,一般,資管碩一,選修,半,3,闕豪恩,1-567.,資管104,,,,,,跨:國際菁英,資管系,20,11,3,3,11,國語,5400B,0
◎,,,,,5458118,MI581R,MI581,數位轉型專題研究,Digital Transformation Special Research,一般,資管碩一,選修,半,3,蔡義昌,2-EFG.,資管203,,,,,碩士碩專合開,,資管系,20,10,0,0,9,國語,5400B,0
◎,,,,,5468518,MI685R,MI685,服務科學與創新,Service Science and Innovation,一般,資管碩一,選修,半,3,廖秀莉,6-123.,,,,,,非經同意，不得選修。,,資管系,20,11,3,1,1,國語,5400B,0
◎,,,,,5468518,MI685R,MI685,服務科學與創新,Service Science and Innovation,一般,資管碩一,選修,半,3,闕豪恩,6-123.,,,,,,非經同意，不得選修。,,資管系,20,11,3,2,1,國語,5400B,0
◎,,,,,5468818,MI688R,MI688,創業實務與個案研討,Case Study on the Practice of Entreprenurship,一般,資管碩一,選修,半,3,金志聿,2-567.,資管104,,,,,,,資管系,20,9,3,3,9,國語,5400B,0
◎,,,,,5444244,MI442r,CD442,個案研究,Case Study,一般,資管碩專一,選修,半,2,宋餘俠,4-EF.,資管104,,,,,碩士碩專合開,,資管系,25,16,2,2,15,國語,5400B,0
◎,,,,,5455044,MI550r,MI550,文字探勘,Text Mining,一般,資管碩專一,選修,半,3,洪智力,4-EFG.,資管203,,,,,,,資管系,20,7,3,3,8,國語,5400B,0
◎,,,,,5457244,MI572r,MI572,Fintech 專題研究,Fintech Special Research,一般,資管碩專一,選修,半,3,周賢明,5-EFG.,資管104,,,,,,創:程式設計課程,資管系,20,13,3,3,11,國語,5400B,0
◎,,,,,5468444,MI684r,MI684,行動商務軟體應用,M-Commerce Software Applications,一般,資管碩專一,選修,半,3,李國誠,2-EFG.,資管104,,,,,,跨:電商金融科技,資管系,15,16,3,3,16,國語,5400B,0
◎,,,,,5469344,MI693r,MI693,人工智慧與產業分析,Artificial Intelligence and Industry Analysis,一般,資管碩專一,選修,半,3,李維平,1-EF.,資管104,1-G.,資管201,,,,,資管系,20,24,3,3,13,國語,5400B,0
◎,,,,,5499944,MI999r,MI539,決策支援研究,Decision Support Research,一般,資管碩專一,選修,半,3,皮世明,6-234.,資管104,,,,,,,資管系,25,21,3,3,17,國語,5400B,0
◎,,,V,,5400001,MI000A,GQ000,自然科學與人工智慧導論,Introduction to Natural Science and Artificial Intelligence,科學,資管一甲,必修,半,2,余執彰,2-56.,教學412,,,,,,,通識中心,65,70,0,1,6,國語,5400B,0
◎,,,V,,5400001,MI000A,GQ000,自然科學與人工智慧導論,Introduction to Natural Science and Artificial Intelligence,科學,資管一甲,必修,半,2,石栢岡,2-56.,教學412,,,,,,,通識中心,65,70,0,1,6,國語,5400B,0
◎,,,V,,5405101,MI051A,IE051,管理數學,Mathematics for Management,一般,資管一甲,必修,半,3,李維平,5-678.,教學402,,,,,內容為線性代數,"就:南山就業學程,就:富邦人壽就業學程",資管系,70,80,3,3,12,國語,5400B,0
◎,,,V,,5405701,MI057A,MI139,Java程式設計,Java Application Programming,一般,資管一甲,必修,半,3,戚玉樑,1-567.,管理102,,,,,,創:程式設計課程,資管系,70,74,3,3,26,國語,5400B,0
◎,,V,,,5405901,MI059A,ZA612,英語聽講(二),English Listening and Speaking in Lab (II),英聽,資管一甲,必修,半,1,賴美智,1-CD.,全人302,,,,,須繳語言實習費600元,,語言中心,57,60,0,2,8,英語,5400B,0
◎,,,,,5412601,MI126A,ZA126,商用數學,Mathematics for Business Application,一般,資管一甲,選修,半,3,林志浩,5-234.,教學402,,,,,上課內容為微積分,"就:南山就業學程,就:富邦人壽就業學程",資管系,60,54,3,3,56,國語,5400B,0
◎,,,V,,5414601,MI146A,ZA121,管理學,Management,一般,資管一甲,必修,半,3,卓綵倫,4-234.,教學402,,,,,服務學習類課程,創:PBL課程,資管系,70,73,3,3,5,國語,5400B,0
◎,,,V,,5427601,MI276A,MI276,企業資料通訊,Business Data Communication,一般,資管一甲,必修,半,3,林志浩,3-78.,教學402,5-1.,,,,5-1為非同步遠距教學,"跨:雲端科技學程,微:資管系微型學程",資管系,70,75,3,3,28,國語,5400B,0
◎,,,,,5460901,MI609A,ZA610,英文(二),English (II),一般,資管一甲,必修,半,1,陳佩萱,4-56.,教學315B,,,,,,,語言中心,45,48,2,2,1,英語,5400B,0
◎,,,V,,5480101,MI801A,GQ801,語文與修辭,Literacy and Rhetoric,修辭,資管一甲,必修,半,2,林麗裡,2-78.,教學812,,,,,,創:PBL課程,通識中心,65,59,2,2,1,國語,5400B,0
◎,,,V,不得停修,5494501,MI945A,ZA620,體育二,Physical Education (II),體育,資管一甲,必修,半,0,劉揚,1-34.,,,,,,資管甲班,,體育室,60,63,0,2,0,國語,5400B,0
,,,,,5499101,MI991A,ZA996,環境服務學習（二）,Environment  Service-Learning（II）,一般,資管一甲,必修,半,0,,2-B.,,,,,,缺席2次未補課即扣考，下學期需加選重修,,學務處,0,33,0,0,1,國語,5400B,0
,,,,,5499201,MI992A,ZA996,環境服務學習（二）,Environment  Service-Learning（II）,一般,資管一甲,必修,半,0,,2-B.,,,,,,缺席2次未補課即扣考，下學期需加選重修,,學務處,0,31,0,0,1,國語,5400B,0
◎,,,V,,5400002,MI000B,GQ000,自然科學與人工智慧導論,Introduction to Natural Science and Artificial Intelligence,科學,資管一乙,必修,半,2,黃俊哲,4-34.,教學412,,,,,,,通識中心,65,67,0,2,9,國語,5400B,0
◎,,,V,,5405702,MI057B,MI139,Java程式設計,Java Application Programming,一般,資管一乙,必修,半,3,李國誠,1-234.,管理102,,,,,外系限輔系雙主修,創:程式設計課程,資管系,70,76,3,3,47,國語,5400B,0
◎,,V,,,5405902,MI059B,ZA612,英語聽講(二),English Listening and Speaking in Lab (II),英聽,資管一乙,必修,半,1,呂亭慧,1-78.,全人401,,,,,須繳語言實習費600元,,語言中心,57,54,0,2,2,英語,5400B,0
◎,,,V,,5412102,MI121B,ZA130,企業概論,Introduction to Business,一般,資管一乙,必修,半,2,吳肇銘,2-34.,教學402,,,,,,創:PBL課程,資管系,70,74,2,2,6,國語,5400B,0
◎,,,V,,5427602,MI276B,MI276,企業資料通訊,Business Data Communication,一般,資管一乙,必修,半,3,林志浩,3-56.,教學402,4-1.,,,,4-1為非同步遠距教學,"跨:雲端科技學程,微:資管系微型學程",資管系,70,80,3,3,29,國語,5400B,0
◎,,,,,5460902,MI609B,ZA610,英文(二),English (II),一般,資管一乙,必修,半,1,張若妍,4-56.,教學805,,,,,,,語言中心,45,47,2,2,3,英語,5400B,0
◎,,,V,,5480102,MI801B,GQ801,語文與修辭,Literacy and Rhetoric,修辭,資管一乙,必修,半,2,莊凱雯,2-12.,懷恩205,,,,,,創:PBL課程,通識中心,65,62,2,2,3,國語,5400B,0
◎,,,V,不得停修,5494502,MI945B,ZA620,體育二,Physical Education (II),體育,資管一乙,必修,半,0,蔣懷孝,1-56.,,,,,,資管乙班,,體育室,60,64,0,2,2,國語,5400B,0
,,,,,5499102,MI991B,ZA996,環境服務學習（二）,Environment  Service-Learning（II）,一般,資管一乙,必修,半,0,,2-B.,,,,,,缺席2次未補課即扣考，下學期需加選重修,,學務處,0,35,0,0,1,國語,5400B,0
,,,,,5499202,MI992B,ZA996,環境服務學習（二）,Environment  Service-Learning（II）,一般,資管一乙,必修,半,0,,2-B.,,,,,,缺席2次未補課即扣考，下學期需加選重修,,學務處,0,31,0,0,1,國語,5400B,0
◎,,,V,,5400344,MI003r,MI684,行動商務軟體應用,M-Commerce Software Applications,一般,資管營區碩專一(虎嶺),選修,半,3,李國誠,4-EFG.,,,,,,,,資管系,20,10,3,3,0,國語,5400B,0
◎,,,V,,5449344,MI493r,ZA155,研究方法,Business Research Methods,一般,資管營區碩專一(虎嶺),選修,半,3,廖慶榮,2-EFG.,,,,,,,,資管系,20,10,3,3,0,國語,5400B,0
◎,,,V,,5451344,MI513r,MI514,組織策略與資訊系統,Organization Strategies and Information System,一般,資管營區碩專一(虎嶺),選修,半,3,陳泉錫,1-EFG.,,,,,,,創:PBL課程,資管系,20,10,3,2,0,國語,5400B,0
◎,,,V,,5451344,MI513r,MI514,組織策略與資訊系統,Organization Strategies and Information System,一般,資管營區碩專一(虎嶺),選修,半,3,劉士豪,1-EFG.,,,,,,,創:PBL課程,資管系,20,10,3,1,0,國語,5400B,0
◎,,,,,5457844,MI578r,MI578,醫療資訊管理,Healthcare Information Management,一般,資管營區碩專一(虎嶺),必修,半,3,闕豪恩,3-EFG.,,,,,,,,資管系,20,10,3,3,0,國語,5400B,0
,,,V,,5460220,MI602T,ZA138,論文,Thesis,一般,資管碩二,必修,全,3,,,,,,,,,,資管系,30,21,0,0,1,國語,5400B,0
◎,,,V,,5450846,MI508t,MI508,企業倫理專題研討,Special Topics in Business Ethics,一般,資管碩專二,必修,半,2,戚玉樑,3-EF.,資管104,,,,,,,資管系,35,16,2,2,1,國語,5400B,0
◎,,,,,5458146,MI581t,MI581,數位轉型專題研究,Digital Transformation Special Research,一般,資管碩專二,選修,半,3,蔡義昌,2-EFG.,資管203,,,,,碩士碩專合開,,資管系,20,1,3,3,2,國語,5400B,0
,,,V,,5460246,MI602t,ZA138,論文,Thesis,一般,資管碩專二,必修,全,3,,,,,,,,,,資管系,60,37,0,0,0,國語,5400B,0
◎,,,V,,5423604,MI236D,MI236,網路程式設計,Network Programming Language ,一般,資管二甲,必修,半,3,洪智力,1-567.,資管201,,,,,,"創:程式設計課程,跨:雲端科技學程",資管系,60,68,3,3,19,國語,5400B,0
◎,,,V,,5423704,MI237D,ZA560,資料庫管理,Database Management,一般,資管二甲,必修,半,3,廖慶榮,2-567.,資管201,,,,,外系限輔系及雙主修,"創:PBL課程,跨:智慧運算 ,創:程式設計課程",資管系,60,67,3,3,22,國語,5400B,0
◎,,,,,5424404,MI244D,MI244,聊天機器人實作,ChatBot Implementation,一般,資管二甲,選修,半,3,闕豪恩,5-567.,資管201,,,,,,創:程式設計課程,資管系,70,58,3,3,111,國語,5400B,0
◎,,,V,,5423705,MI237E,ZA560,資料庫管理,Database Management,一般,資管二乙,必修,半,3,洪智力,2-234.,資管201,,,,,外系限輔系及雙主修,"跨:智慧運算 ,創:程式設計課程",資管系,60,63,3,3,25,國語,5400B,0
◎,,,V,,5427605,MI276E,MI234,多媒體程式設計,Multimedia Programming,一般,資管二乙,必修,半,3,賴錦慧,3-567.,資管201,,,,,,創:程式設計課程,資管系,60,66,3,3,25,國語,5400B,0
◎,,,V,,5400246,MI002t,MI508,企業倫理專題研討,Special Topics in Business Ethics,一般,資管營區碩專二(虎嶺),必修,半,2,卓綵倫,3-EF.,,,,,,,,資管系,25,13,2,2,0,國語,5400B,0
◎,,,,,5404107,MI041G,AC249,實用英文(四),Practical English (IV),一般,資管三甲,必修,半,1,朱美玲,1-56.,資管103,,,,,,,商學院,35,25,2,2,0,英語,5400B,0
◎,,,,,5404207,MI042G,AC249,實用英文(四),Practical English (IV),一般,資管三甲,必修,半,1,伊森泰,1-56.,工學B10,,,,,,,商學院,35,30,2,2,0,英語,5400B,0
◎,,,,,5430807,MI308G,MI308,視覺傳播,Visual Communication,一般,資管三甲,選修,半,3,洪淳修,4-567.,資管103,,,,,,,資管系,60,59,3,3,77,國語,5400B,0
◎,,,V,,5434007,MI340G,MI340,軟體專案管理,Software Project Management,一般,資管三甲,必修,半,3,劉士豪,3-2.,資管103,5-12.,資管103,,,,創:PBL課程,資管系,60,57,3,3,5,國語,5400B,0
◎,V,V,,,5434607,MI346G,MI346,雲端服務,Cloud Services,一般,資管三甲,選修,半,3,廖慶榮,4-DEF.,資管201,,,,,服務學習類課程,"創:PBL課程,跨:智慧運算 ",資管系,60,62,3,3,97,國語,5400B,0
